"Reporting starts","Reporting ends","Campaign name","Audience segments","Campaign Delivery","Amount spent (AUD)","Website purchases","Cost per purchase (AUD)","Purchase ROAS (return on ad spend)","Purchases conversion value","Website purchases conversion value","Ad set budget","Ad set budget type",Impressions,"CPM (cost per 1,000 impressions) (AUD)",Reach,Frequency,"CTR (all)","Link clicks","CPC (all) (AUD)","Attribution setting",Results,"Result indicator","Cost per results","Meta purchases",ThruPlays,"3-second video plays","Video plays at 25%","Video plays at 50%","Video plays at 75%","Video plays at 95%","Video plays at 100%","Video average play time","Video plays",profile_visit_view,"Unique link clicks","CTR (link click-through rate)","Landing page views","Adds to cart","Website adds to cart","Adds of payment info","Website adds of payment info","Checkouts Initiated","Website checkouts initiated","Website purchase ROAS (return on ad spend)",Views,"3-second video plays rate per impressions","Cost per ThruPlay (AUD)","Cost per 3-second video play (AUD)","Unique outbound clicks","Outbound clicks","Unique CTR (link click-through rate)","Outbound CTR (click-through rate)","Unique outbound CTR (click-through rate)","Cost per unique outbound click (AUD)","Cost per unique link click (AUD)","Cost per unique click (all) (AUD)","Adds of payment info conversion value","In-app adds of payment info conversion value","Website adds of payment info conversion value","Offline adds of payment info conversion value","Adds to cart conversion value","In-app adds to cart conversion value","Website adds to cart conversion value","Offline adds to cart conversion value","Cost per add of payment info (AUD)","Cost per add to cart (AUD)","Checkouts initiated conversion value","In-app checkouts initiated conversion value","Website checkouts initiated conversion value","Offline checkouts initiated conversion value","Cost per checkout initiated (AUD)","Content views","In-app content views","Website content views","Offline content views","Meta content views","Content views conversion value","In-app content views conversion value","Website content views conversion value","Offline content views conversion value","Cost per content view (AUD)","Cost per landing page view (AUD)","Orders created","Date created","Date last edited",Objective
2024-01-14,2024-01-14,"Retargetting - All Shows OCT23",uncategorized,inactive,26.79,3,8.93,3.284808,88,88,"Using ad set budget",0,2763,9.695983,1557,1.774566,0,10,0,"1-day click, 1-day view, or 1-day engaged-view",3,actions:offsite_conversion.fb_pixel_purchase,8.93,,,40,,,,,,00:00:00,,,,0.361925,10,2,2,,,2,2,3.284808,0,1.447702,,0.66975,,,0,,,,,0,,,,,40,,40,,,13.395,84.38,,84.38,,13.395,,,,,,,,,,,2.679,,2023-10-04,2025-02-14,Sales
2024-01-14,2024-01-14,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,10.66,,,,,,"Using ad set budget",0,2406,4.43059,2291,1.050196,0,83,0,"7-day click or 1-day view",57,actions:landing_page_view,0.18701754,,,311,,,,,,00:00:00,,,,3.449709,57,,,,,,,,0,12.926018,,0.034277,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.187018,,2023-09-29,2025-02-14,Traffic
2024-01-13,2024-01-13,"Retargetting - All Shows OCT23",uncategorized,inactive,26.7,,,,,,"Using ad set budget",0,2725,9.798165,1581,1.723593,0,10,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,41,,,,,,00:00:00,,,,0.366972,6,,,,,,,,0,1.504587,,0.65122,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,4.45,,2023-10-04,2025-02-14,Sales
2024-01-13,2024-01-13,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,9.84,,,,,,"Using ad set budget",0,2563,3.839251,2441,1.04998,0,56,0,"7-day click or 1-day view",39,actions:landing_page_view,0.25230769,,,285,,,,,,00:00:00,,,,2.18494,39,,,,,,,,0,11.119782,,0.034526,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.252308,,2023-09-29,2025-02-14,Traffic
2024-01-12,2024-01-12,"Retargetting - All Shows OCT23",uncategorized,inactive,23.8,8,2.975,11.428571,272,272,"Using ad set budget",0,2078,11.453321,1079,1.925857,0,8,0,"1-day click, 1-day view, or 1-day engaged-view",8,actions:offsite_conversion.fb_pixel_purchase,2.975,,,28,,,,,,00:00:00,,,,0.384986,7,3,3,,,3,3,11.428571,0,1.347449,,0.85,,,0,,,,,0,,,,,90,,90,,,7.933333,90,,90,,7.933333,1,,1,,,,,,,23.8,3.4,,2023-10-04,2025-02-14,Sales
2024-01-12,2024-01-12,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,9.81,,,,,,"Using ad set budget",0,2381,4.120118,2285,1.042013,0,64,0,"7-day click or 1-day view",39,actions:landing_page_view,0.25153846,,,279,,,,,,00:00:00,,,,2.687946,39,,,,,,,,0,11.717766,,0.035161,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.251538,,2023-09-29,2025-02-14,Traffic
2024-01-11,2024-01-11,"Retargetting - All Shows OCT23",uncategorized,inactive,23.99,3,7.996667,3.267195,78.38,78.38,"Using ad set budget",0,2169,11.060397,1090,1.989908,0,6,0,"1-day click, 1-day view, or 1-day engaged-view",3,actions:offsite_conversion.fb_pixel_purchase,7.99666667,,,36,,,,,,00:00:00,,,,0.276625,6,,,,,1,1,3.267195,0,1.659751,,0.666389,,,0,,,,,0,,,,,,,,,,,44.38,,44.38,,23.99,6,,6,,,,,,,3.998333,3.998333,,2023-10-04,2025-02-14,Sales
2024-01-11,2024-01-11,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,9.7,,,,,,"Using ad set budget",0,2465,3.935091,2357,1.045821,0,75,0,"7-day click or 1-day view",51,actions:landing_page_view,0.19019608,,,241,,,,,,00:00:00,,,,3.042596,51,,,,,,,,0,9.776876,,0.040249,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.190196,,2023-09-29,2025-02-14,Traffic
2024-01-10,2024-01-10,"Retargetting - All Shows OCT23",uncategorized,inactive,24.29,3,8.096667,13.577604,329.8,329.8,"Using ad set budget",0,2212,10.981013,1138,1.943761,0,5,0,"1-day click, 1-day view, or 1-day engaged-view",3,actions:offsite_conversion.fb_pixel_purchase,8.09666667,,,24,,,,,,00:00:00,,,,0.22604,5,2,2,,,2,2,13.577604,0,1.084991,,1.012083,,,0,,,,,0,,,,,234.8,,234.8,,,12.145,234.8,,234.8,,12.145,3,,3,,,,,,,8.096667,4.858,,2023-10-04,2025-02-14,Sales
2024-01-10,2024-01-10,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,9.77,,,,,,"Using ad set budget",0,2837,3.443779,2743,1.034269,0,72,0,"7-day click or 1-day view",53,actions:landing_page_view,0.18433962,,,323,,,,,,00:00:00,,,,2.537892,53,,,,,,,,0,11.385266,,0.030248,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.18434,,2023-09-29,2025-02-14,Traffic
2024-01-09,2024-01-09,"Retargetting - All Shows OCT23",uncategorized,inactive,23.98,2,11.99,2.835696,68,68,"Using ad set budget",0,2199,10.904957,1143,1.923885,0,11,0,"1-day click, 1-day view, or 1-day engaged-view",2,actions:offsite_conversion.fb_pixel_purchase,11.99,,,19,,,,,,00:00:00,,,,0.500227,10,3,3,,,3,3,2.835696,0,0.864029,,1.262105,,,0,,,,,0,,,,,124.9,,124.9,,,7.993333,147.9,,147.9,,7.993333,1,,1,,,,,,,23.98,2.398,,2023-10-04,2025-02-14,Sales
2024-01-09,2024-01-09,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,10.08,,,,,,"Using ad set budget",0,3121,3.229734,3010,1.036877,0,91,0,"7-day click or 1-day view",54,actions:landing_page_view,0.18666667,,,369,,,,,,00:00:00,,,,2.915732,54,,,,,,,,0,11.823134,,0.027317,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.186667,,2023-09-29,2025-02-14,Traffic
2024-01-08,2024-01-08,"Retargetting - All Shows OCT23",uncategorized,inactive,24.83,4,6.2075,1.369311,34,34,"Using ad set budget",0,2663,9.324071,1330,2.002256,0,4,0,"1-day click, 1-day view, or 1-day engaged-view",4,actions:offsite_conversion.fb_pixel_purchase,6.2075,,,31,,,,,,00:00:00,,,,0.150207,2,3,3,,,5,5,1.369311,0,1.164101,,0.800968,,,0,,,,,0,,,,,55,,55,,,8.276667,95.18,,95.18,,4.966,1,,1,,,,,,,24.83,12.415,,2023-10-04,2025-02-14,Sales
2024-01-08,2024-01-08,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,10.2,,,,,,"Using ad set budget",0,3124,3.265045,3028,1.031704,0,76,0,"7-day click or 1-day view",44,actions:landing_page_view,0.23181818,,,350,,,,,,00:00:00,,,,2.432778,44,,,,,,,,0,11.203585,,0.029143,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.231818,,2023-09-29,2025-02-14,Traffic
2024-01-07,2024-01-07,"Retargetting - All Shows OCT23",uncategorized,inactive,27.39,,,,,,"Using ad set budget",0,3243,8.445883,1787,1.814773,0,10,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,39,,,,,,00:00:00,,,,0.308356,7,1,1,,,3,3,,0,1.20259,,0.702308,,,0,,,,,0,,,,,15,,15,,,27.39,100,,100,,9.13,2,,2,,,50,,50,,13.695,3.912857,,2023-10-04,2025-02-14,Sales
2024-01-07,2024-01-07,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,10.59,,,,,,"Using ad set budget",0,3371,3.141501,3226,1.044947,0,90,0,"7-day click or 1-day view",53,actions:landing_page_view,0.19981132,,,412,,,,,,00:00:00,,,,2.669831,53,,,,,,,,0,12.221893,,0.025704,,,0,,,,,0,,,,,,,,,,,,,,,,2,,2,,,100,,100,,5.295,0.199811,,2023-09-29,2025-02-14,Traffic
2024-01-06,2024-01-06,"Retargetting - All Shows OCT23",uncategorized,inactive,26.42,2,13.21,2.102952,55.56,55.56,"Using ad set budget",0,2699,9.788811,1464,1.843579,0,8,0,"1-day click, 1-day view, or 1-day engaged-view",2,actions:offsite_conversion.fb_pixel_purchase,13.21,,,39,,,,,,00:00:00,,,,0.296406,7,3,3,,,3,3,2.102952,0,1.44498,,0.677436,,,0,,,,,0,,,,,75,,75,,,8.806667,151.01,,151.01,,8.806667,4,,4,,,100,,100,,6.605,3.774286,,2023-10-04,2025-02-14,Sales
2024-01-06,2024-01-06,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,10.02,,,,,,"Using ad set budget",0,2721,3.68247,2520,1.079762,0,69,0,"7-day click or 1-day view",47,actions:landing_page_view,0.21319149,,,248,,,,,,00:00:00,,,,2.535832,47,,,,,,,,0,9.114296,,0.040403,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.213191,,2023-09-29,2025-02-14,Traffic
2024-01-05,2024-01-05,"Retargetting - All Shows OCT23",uncategorized,inactive,24.56,7,3.508571,25.895765,636,636,"Using ad set budget",0,2576,9.534161,1257,2.049324,0,15,0,"1-day click, 1-day view, or 1-day engaged-view",7,actions:offsite_conversion.fb_pixel_purchase,3.50857143,,,35,,,,,,00:00:00,,,,0.582298,12,6,6,,,6,6,25.895765,0,1.358696,,0.701714,,,0,,,,,0,,,,,270,,270,,,4.093333,473.12,,473.12,,4.093333,3,,3,,,,,,,8.186667,2.046667,,2023-10-04,2025-02-14,Sales
2024-01-05,2024-01-05,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,9.79,,,,,,"Using ad set budget",0,2763,3.54325,2594,1.06515,0,82,0,"7-day click or 1-day view",55,actions:landing_page_view,0.178,,,297,,,,,,00:00:00,,,,2.967789,55,,,,,,,,0,10.749186,,0.032963,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.178,,2023-09-29,2025-02-14,Traffic
2024-01-04,2024-01-04,"Retargetting - All Shows OCT23",uncategorized,inactive,24.17,,,,,,"Using ad set budget",0,2730,8.85348,1286,2.122862,0,14,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,45,,,,,,00:00:00,,,,0.512821,11,1,1,,,1,1,,0,1.648352,,0.537111,,,0,,,,,0,,,,,10,,10,,,24.17,36,,36,,24.17,1,,1,,,,,,,24.17,2.197273,,2023-10-04,2025-02-14,Sales
2024-01-04,2024-01-04,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,9.79,,,,,,"Using ad set budget",0,2751,3.558706,2677,1.027643,0,90,0,"7-day click or 1-day view",58,actions:landing_page_view,0.1687931,,,277,,,,,,00:00:00,,,,3.271538,58,,,,,,,,0,10.069066,,0.035343,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.168793,,2023-09-29,2025-02-14,Traffic
2024-01-03,2024-01-03,"Retargetting - All Shows OCT23",uncategorized,inactive,24.62,6,4.103333,10.722989,264,264,"Using ad set budget",0,2577,9.553745,1266,2.035545,0,15,0,"1-day click, 1-day view, or 1-day engaged-view",6,actions:offsite_conversion.fb_pixel_purchase,4.10333333,,,54,,,,,,00:00:00,,,,0.582072,13,5,5,,,5,5,10.722989,0,2.09546,,0.455926,,,0,,,,,0,,,,,110,,110,,,4.924,126.36,,126.36,,4.924,7,,7,,,,,,,3.517143,1.893846,,2023-10-04,2025-02-14,Sales
2024-01-03,2024-01-03,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,9.53,,,,,,"Using ad set budget",0,2575,3.700971,2397,1.074259,0,59,0,"7-day click or 1-day view",37,actions:landing_page_view,0.25756757,,,270,,,,,,00:00:00,,,,2.291262,37,,,,,,,,0,10.485437,,0.035296,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.257568,,2023-09-29,2025-02-14,Traffic
2024-01-02,2024-01-02,"Retargetting - All Shows OCT23",uncategorized,inactive,24.6,2,12.3,3.577236,88,88,"Using ad set budget",0,3037,8.100099,1495,2.031438,0,13,0,"1-day click, 1-day view, or 1-day engaged-view",2,actions:offsite_conversion.fb_pixel_purchase,12.3,,,71,,,,,,00:00:00,,,,0.428054,10,1,1,,,1,1,3.577236,0,2.337833,,0.346479,,,0,,,,,0,,,,,40,,40,,,24.6,40,,40,,24.6,4,,4,,,,,,,6.15,2.46,,2023-10-04,2025-02-14,Sales
2024-01-02,2024-01-02,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,9.88,,,,,,"Using ad set budget",0,3016,3.275862,2950,1.022373,0,92,0,"7-day click or 1-day view",54,actions:landing_page_view,0.18296296,,,324,,,,,,00:00:00,,,,3.050398,54,,,,,,,,0,10.742706,,0.030494,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.182963,,2023-09-29,2025-02-14,Traffic
2024-01-01,2024-01-01,"Retargetting - All Shows OCT23",uncategorized,inactive,25.2,,,,,,"Using ad set budget",0,3483,7.235142,1730,2.013295,0,12,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,82,,,,,,00:00:00,,,,0.344531,7,,,,,,,,0,2.354292,,0.307317,,,0,,,,,0,,,,,,,,,,,,,,,,1,,1,,,,,,,25.2,3.6,,2023-10-04,2025-02-14,Sales
2024-01-01,2024-01-01,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,10.28,,,,,,"Using ad set budget",0,3546,2.899041,3354,1.057245,0,79,0,"7-day click or 1-day view",53,actions:landing_page_view,0.19396226,,,268,,,,,,00:00:00,,,,2.227862,53,,,,,,,,0,7.557812,,0.038358,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.193962,,2023-09-29,2025-02-14,Traffic
2023-12-31,2023-12-31,"Retargetting - All Shows OCT23",uncategorized,inactive,25.42,3,8.473333,8.650669,219.9,219.9,"Using ad set budget",0,2332,10.900515,1193,1.954736,0,11,0,"1-day click, 1-day view, or 1-day engaged-view",3,actions:offsite_conversion.fb_pixel_purchase,8.47333333,,,58,,,,,,00:00:00,,,,0.471698,6,2,2,,,1,1,8.650669,0,2.487136,,0.438276,,,0,,,,,0,,,,,75,,75,,,12.71,60,,60,,25.42,1,,1,,,,,,,25.42,4.236667,,2023-10-04,2025-02-14,Sales
2023-12-31,2023-12-31,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,10.7,,,,,,"Using ad set budget",0,2661,4.021045,2525,1.053861,0,72,0,"7-day click or 1-day view",54,actions:landing_page_view,0.19814815,,,269,,,,,,00:00:00,,,,2.70575,54,,,,,,,,0,10.108982,,0.039777,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.198148,,2023-09-29,2025-02-14,Traffic
2023-12-30,2023-12-30,"Retargetting - All Shows OCT23",uncategorized,inactive,25.95,5,5.19,13.526012,351,351,"Using ad set budget",0,2022,12.833828,982,2.059063,0,8,0,"1-day click, 1-day view, or 1-day engaged-view",5,actions:offsite_conversion.fb_pixel_purchase,5.19,,,75,,,,,,00:00:00,,,,0.395648,5,9,9,,,12,12,13.526012,0,3.709199,,0.346,,,0,,,,,0,,,,,275,,275,,,2.883333,1004.55,,1004.55,,2.1625,3,,3,,,,,,,8.65,5.19,,2023-10-04,2025-02-14,Sales
2023-12-30,2023-12-30,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,10.07,,,,,,"Using ad set budget",0,2472,4.073625,2354,1.050127,0,69,0,"7-day click or 1-day view",46,actions:landing_page_view,0.21891304,,,220,,,,,,00:00:00,,,,2.791262,46,,,,,,,,0,8.899676,,0.045773,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.218913,,2023-09-29,2025-02-14,Traffic
2023-12-29,2023-12-29,"Retargetting - All Shows OCT23",uncategorized,inactive,25.32,6,4.22,8.662717,219.34,219.34,"Using ad set budget",0,1787,14.168998,896,1.99442,0,3,0,"1-day click, 1-day view, or 1-day engaged-view",6,actions:offsite_conversion.fb_pixel_purchase,4.22,,,57,,,,,,00:00:00,,,,0.167879,1,4,4,,,5,5,8.662717,0,3.189703,,0.444211,,,0,,,,,0,,,,,90,,90,,,6.33,241.34,,241.34,,5.064,4,,4,,,100,,100,,6.33,25.32,,2023-10-04,2025-02-14,Sales
2023-12-29,2023-12-29,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,9.94,,,,,,"Using ad set budget",0,2513,3.955432,2377,1.057215,0,68,0,"7-day click or 1-day view",45,actions:landing_page_view,0.22088889,,,250,,,,,,00:00:00,,,,2.705929,45,,,,,,,,0,9.948269,,0.03976,,,0,,,,,0,,,,,,,,,,,,,,,,1,,1,,,,,,,9.94,0.220889,,2023-09-29,2025-02-14,Traffic
2023-12-28,2023-12-28,"Retargetting - All Shows OCT23",uncategorized,inactive,24.83,,,,,,"Using ad set budget",0,2101,11.818182,1108,1.896209,0,6,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,41,,,,,,00:00:00,,,,0.285578,7,,,,,,,,0,1.951452,,0.60561,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.547143,,2023-10-04,2025-02-14,Sales
2023-12-28,2023-12-28,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,9.74,2,4.87,11.683778,113.8,113.8,"Using ad set budget",0,2394,4.068505,2284,1.048161,0,53,0,"7-day click or 1-day view",39,actions:landing_page_view,0.24974359,,,275,,,,,,00:00:00,,,,2.213868,39,,,,,1,1,11.683778,0,11.487051,,0.035418,,,0,,,,,0,,,,,,,,,,,113.8,,113.8,,9.74,1,,1,,,,,,,9.74,0.249744,,2023-09-29,2025-02-14,Traffic
2023-12-27,2023-12-27,"Retargetting - All Shows OCT23",uncategorized,inactive,24.27,,,,,,"Using ad set budget",0,2383,10.184641,1310,1.819084,0,7,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,26,,,,,,00:00:00,,,,0.293747,5,,,,,,,,0,1.091062,,0.933462,,,0,,,,,0,,,,,,,,,,,,,,,,1,,1,,,,,,,24.27,4.854,,2023-10-04,2025-02-14,Sales
2023-12-27,2023-12-27,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,9.86,,,,,,"Using ad set budget",0,2441,4.039328,2320,1.052155,0,60,0,"7-day click or 1-day view",35,actions:landing_page_view,0.28171429,,,307,,,,,,00:00:00,,,,2.458009,35,,,,,,,,0,12.576813,,0.032117,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.281714,,2023-09-29,2025-02-14,Traffic
2023-12-26,2023-12-26,"Retargetting - All Shows OCT23",uncategorized,inactive,24.55,,,,,,"Using ad set budget",0,2689,9.129788,1428,1.883053,0,5,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,20,,,,,,00:00:00,,,,0.185943,4,,,,,,,,0,0.743771,,1.2275,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,6.1375,,2023-10-04,2025-02-14,Sales
2023-12-26,2023-12-26,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,9.9,,,,,,"Using ad set budget",0,2707,3.657185,2645,1.02344,0,53,0,"7-day click or 1-day view",34,actions:landing_page_view,0.29117647,,,233,,,,,,00:00:00,,,,1.957887,34,,,,,,,,0,8.607314,,0.042489,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.291176,,2023-09-29,2025-02-14,Traffic
2023-12-25,2023-12-25,"Retargetting - All Shows OCT23",uncategorized,inactive,24.41,,,,,,"Using ad set budget",0,2388,10.221943,1216,1.963816,0,11,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,24,,,,,,00:00:00,,,,0.460637,7,,,,,,,,0,1.005025,,1.017083,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.487143,,2023-10-04,2025-02-14,Sales
2023-12-25,2023-12-25,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,10.12,,,,,,"Using ad set budget",0,2505,4.03992,2413,1.038127,0,50,0,"7-day click or 1-day view",35,actions:landing_page_view,0.28914286,,,204,,,,,,00:00:00,,,,1.996008,35,,,,,,,,0,8.143713,,0.049608,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.289143,,2023-09-29,2025-02-14,Traffic
2023-12-24,2023-12-24,"Retargetting - All Shows OCT23",uncategorized,inactive,25.63,,,,,,"Using ad set budget",0,2139,11.982235,1095,1.953425,0,6,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,23,,,,,,00:00:00,,,,0.280505,5,,,,,,,,0,1.075269,,1.114348,,,0,,,,,0,,,,,,,,,,,,,,,,1,,1,,,,,,,25.63,5.126,,2023-10-04,2025-02-14,Sales
2023-12-24,2023-12-24,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,10.37,,,,,,"Using ad set budget",0,2511,4.129829,2442,1.028256,0,64,0,"7-day click or 1-day view",44,actions:landing_page_view,0.23568182,,,252,,,,,,00:00:00,,,,2.548785,44,,,,,,,,0,10.035842,,0.041151,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.235682,,2023-09-29,2025-02-14,Traffic
2023-12-23,2023-12-23,"Retargetting - All Shows OCT23",uncategorized,inactive,27.18,,,,,,"Using ad set budget",0,2317,11.730686,1122,2.065062,0,8,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,42,,,,,,00:00:00,,,,0.345274,4,,,,,,,,0,1.812689,,0.647143,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,6.795,,2023-10-04,2025-02-14,Sales
2023-12-23,2023-12-23,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,10.1,,,,,,"Using ad set budget",0,2752,3.670058,2675,1.028785,0,71,0,"7-day click or 1-day view",37,actions:landing_page_view,0.27297297,,,363,,,,,,00:00:00,,,,2.579942,37,,,,,,,,0,13.190407,,0.027824,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.272973,,2023-09-29,2025-02-14,Traffic
2023-12-22,2023-12-22,"Retargetting - All Shows OCT23",uncategorized,inactive,24.47,5,4.894,0.48631,11.9,11.9,"Using ad set budget",0,1837,13.320631,941,1.952179,0,9,0,"1-day click, 1-day view, or 1-day engaged-view",5,actions:offsite_conversion.fb_pixel_purchase,4.894,,,15,,,,,,00:00:00,,,,0.489929,6,1,1,,,2,2,0.48631,0,0.816549,,1.631333,,,0,,,,,0,,,,,,,,,,24.47,,,,,12.235,8,,8,,,,,,,3.05875,4.078333,,2023-10-04,2025-02-14,Sales
2023-12-22,2023-12-22,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,9.5,,,,,,"Using ad set budget",0,2609,3.641242,2438,1.070139,0,59,0,"7-day click or 1-day view",43,actions:landing_page_view,0.22093023,,,385,,,,,,00:00:00,,,,2.261403,43,,,,,,,,0,14.756612,,0.024675,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.22093,,2023-09-29,2025-02-14,Traffic
2023-12-21,2023-12-21,"Retargetting - All Shows OCT23",uncategorized,inactive,23.61,,,,,,"Using ad set budget",0,1505,15.687708,753,1.998672,0,4,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,12,,,,,,00:00:00,,,,0.265781,2,1,1,,,1,1,,0,0.797342,,1.9675,,,0,,,,,0,,,,,10,,10,,,23.61,10,,10,,23.61,2,,2,,,100,,100,,11.805,11.805,,2023-10-04,2025-02-14,Sales
2023-12-21,2023-12-21,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,9.63,,,,,,"Using ad set budget",0,2602,3.700999,2472,1.052589,0,68,0,"7-day click or 1-day view",49,actions:landing_page_view,0.19653061,,,382,,,,,,00:00:00,,,,2.613374,49,,,,,,,,0,14.681015,,0.025209,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.196531,,2023-09-29,2025-02-14,Traffic
2023-12-20,2023-12-20,"Retargetting - All Shows OCT23",uncategorized,inactive,24.47,6,4.078333,14.05803,344,344,"Using ad set budget",0,1723,14.201973,876,1.966895,0,3,0,"1-day click, 1-day view, or 1-day engaged-view",6,actions:offsite_conversion.fb_pixel_purchase,4.07833333,,,14,,,,,,00:00:00,,,,0.174115,2,7,7,,,7,7,14.05803,0,0.812536,,1.747857,,,0,,,,,0,,,,,280,,280,,,3.495714,358.91,,358.91,,3.495714,3,,3,,,,,,,8.156667,12.235,,2023-10-04,2025-02-14,Sales
2023-12-20,2023-12-20,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,9.82,,,,,,"Using ad set budget",0,2506,3.918595,2394,1.046784,0,62,0,"7-day click or 1-day view",48,actions:landing_page_view,0.20458333,,,292,,,,,,00:00:00,,,,2.474062,48,,,,,,,,0,11.652035,,0.03363,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.204583,,2023-09-29,2025-02-14,Traffic
2023-12-19,2023-12-19,"Retargetting - All Shows OCT23",uncategorized,inactive,23.78,,,,,,"Using ad set budget",0,1831,12.987439,923,1.983749,0,4,0,"1-day click, 1-day view, or 1-day engaged-view",,,,,,28,,,,,,00:00:00,,,,0.21846,3,1,1,,,1,1,,0,1.529219,,0.849286,,,0,,,,,0,,,,,25,,25,,,23.78,25,,25,,23.78,1,,1,,,,,,,23.78,7.926667,,2023-10-04,2025-02-14,Sales
2023-12-19,2023-12-19,"Oct23 LPviews 1%Lookalike - All Shows",uncategorized,inactive,9.93,,,,,,"Using ad set budget",0,2364,4.200508,2364,1,0,64,0,"7-day click or 1-day view",53,actions:landing_page_view,0.18735849,,,258,,,,,,00:00:00,,,,2.707276,53,,,,,,,,0,10.913706,,0.038488,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.187358,,2023-09-29,2025-02-14,Traffic
